,codimap_category,codimap_title,codimap_date,views,comment_numbers,codimap_explain,codimap_hashtag,codimap_imgurl
281,캐주얼,담백한 코디,22.01.04,"2,331",3,따뜻하게 입기 좋은 숏 패딩과 코튼 팬츠를 매치하고 머플러로 포인트를 더한 캐주얼 룩,"#플리스,#레터링,#리버서블,#캠퍼스,#와이드핏,#체크,#꾸안꾸,#겨울,#캐주얼,#호텔세리토스,#유니폼브릿지,#커버낫,#반스,#글로버올,#마지언타이틀,#맨투맨/스웨트셔츠,#숏패딩/숏헤비 아우터,#캔버스/단화,#머플러,#메신저/크로스 백",https://image.msscdn.net/images/codimap/detail/10939/detail_10939_1_500.jpg?202307132307
282,캐주얼,니트 포인트!,21.05.25,"1,530",3,유니크한 패턴이 돋보이는 베스트와 슬랙스를 코디하고 스니커즈로 포인트를 더한 캐주얼 룩,"#유니크,#모노톤,#로고플레이,#봄,#캐주얼,#문수권세컨,#세러데이일레븐,#언더톤즈,#플레이버리즘,#슈트 팬츠/슬랙스,#메신저/크로스 백,#셔츠/블라우스,#반소매 티셔츠,#베스트",https://image.msscdn.net/images/codimap/detail/3286/detail_3286_1_500.jpg?202307132307
283,캐주얼,편안함 더하기,22.02.16,"7,414",3,포켓 디테일이 돋보이는 코치 재킷과 조거 팬츠를 코디하고 스니커즈로 마무리한 캐주얼 룩,"#편안한,#원마일웨어,#레터링,#오버핏,#봄,#캐주얼,#코닥,#이스트쿤스트,#패블러스아카이브,#우알롱,#캉골,#기타 스니커즈,#후드 티셔츠,#트레이닝/조거 팬츠,#메신저/크로스 백,#크로스백",https://image.msscdn.net/images/codimap/detail/12536/detail_12536_1_500.jpg?202307132307
284,캐주얼,볼캡 포인트,22.03.11,"3,527",3,로고가 돋보이는 니트와 데님 팬츠를 매치한 후 볼캡으로 포인트를 더한 캐주얼 룩,"#컬러포인트,#로고플레이,#워싱,#캠퍼스,#꾸안꾸,#남친룩,#봄,#캐주얼,#오와이,#뉴비,#우알롱,#챔피온,#유니폼브릿지,#타입서비스,#백팩,#기타 컬처,#데님 팬츠,#기타 스니커즈,#블루종/MA-1,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/13463/detail_13463_1_500.jpg?202307132307
285,로맨틱,단정한 이미지,21.05.18,"3,102",3,체크 패턴 원피스에 린넨 소재 재킷을 더하고 펌프스로 완성한 로맨틱 룩,"#봄,#로맨틱,#레이지던,#아카이브앱크,#무이쿠이,#스컬프터,#에잇세컨즈,#귀걸이,#토트백,#맥시 원피스",https://image.msscdn.net/images/codimap/detail/3204/detail_3204_1_500.jpg?202307132307
286,캐주얼,편안한 착용,22.02.23,"3,324",3,편하게 입기 좋은 스웨트셔츠와 조거 팬츠를 코디하고 백팩으로 마무리한 캐주얼 룩,"#캠퍼스,#그래픽,#로고플레이,#편안한,#꾸안꾸,#원마일웨어,#오버핏,#봄,#캐주얼,#컨버스,#코드그라피,#시티브리즈,#러브이즈트루,#뉴발란스,#마리떼,#캔버스/단화,#트레이닝/조거 팬츠,#맨투맨/스웨트셔츠,#백팩,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/12806/detail_12806_1_500.jpg?202307132307
287,캐주얼,편안한 조합,22.03.23,"4,944",3,편하게 입기 좋은 트레이닝 셋업에 반팔 티셔츠를 코디한 후 볼캡으로 포인트를 준 캐주얼 룩,"#편안한,#원마일웨어,#셋업코디,#로고플레이,#그래픽,#컬러포인트,#봄,#캐주얼,#와릿이즌,#뉴에라,#피지컬 에듀케이션 디파트먼트,#케즈,#코드그라피,#웨이스트 백,#캡/야구 모자,#반소매 티셔츠,#양말,#기타 스니커즈,#아노락 재킷",https://image.msscdn.net/images/codimap/detail/13898/detail_13898_1_500.jpg?202307132307
288,캐주얼,누구나 어울려,22.10.31,"4,137",3,레터링이 돋보이는 후드 티셔츠와 스웨트 팬츠를 매치하고 캠프캡으로 마무리한 캐주얼 룩,"#편안한,#꾸안꾸,#캠퍼스,#레터링,#리버서블,#코듀로이,#가을,#캐주얼,#엠엠엘지,#피아네르,#케즈,#아웃도어 프로덕츠,#이스트팩,#후드 티셔츠,#트레이닝/조거 팬츠,#캔버스/단화,#캡/야구 모자,#백팩,#플리스/뽀글이",https://image.msscdn.net/images/codimap/detail/19494/detail_19494_1_500.jpg?202307132307
289,스트릿,힙한 감성,22.07.25,"3,502",3,그래픽이 돋보이는 반소매 티셔츠와 숏 팬츠를 매치하고 스니커즈로 멋을 더한 스트릿 룩,"#모노톤,#그래픽,#오버핏,#로고플레이,#컬러블록,#심볼,#카고,#유니크,#힙합,#여름,#스트릿,#엘엠씨,#바스틱,#꼼파뇨,#돈애스크마이플랜,#캡/야구 모자,#숏 팬츠,#반소매 티셔츠,#숄더백",https://image.msscdn.net/images/codimap/detail/17818/detail_17818_1_500.jpg?202307132307
290,아메리칸 캐주얼,매력적인 아메카지,22.11.03,"3,843",3,아웃 포켓 디테일이 돋보이는 헌팅 재킷과 벌룬 핏 팬츠를 매치하고 크로스 백으로 완성한 아메리칸 캐주얼 룩,"#겨울,#아메리칸 캐주얼,#사운즈라이프,#에이제로,#예일,#와일드 브릭스,#클락스,#프리즘웍스,#아메카지,#뉴트럴톤,#레이어드룩,#벌룬핏,#구두,#모카신/보트 슈즈,#팔찌,#메신저/크로스 백,#트레이닝/조거 팬츠,#니트/스웨터,#셔츠/블라우스,#사파리/헌팅 재킷",https://image.msscdn.net/images/codimap/detail/19566/detail_19566_1_500.jpg?202307132307
291,캐주얼,트렌디한 조합,22.09.27,"2,811",3,와인 컬러가 매력적인 블루종과 데님 팬츠를 매치하고 볼캡을 더해 완성한 캐주얼 룩,"#워싱,#찢청,#컬러포인트,#레터링,#자수,#가을,#캐주얼,#앳 더 모먼트,#레더리,#아식스,#플레이언,#토마스모어,#트릴리온,#데님 팬츠,#캡/야구 모자,#미디스커트,#볼캡,#패션스니커즈화,#메신저/크로스 백,#블루종/MA-1,#맨투맨/스웨트셔츠",https://image.msscdn.net/images/codimap/detail/18884/detail_18884_1_500.jpg?202307132307
292,캐주얼,화사한 느낌,21.05.27,"2,311",3,"옐로 컬러가 돋보이는 크롭 티셔츠와 데님 팬츠, 스니커즈로 완성한 이지 캐주얼 룩","#편안한,#파스텔,#캠퍼스,#봄,#캐주얼,#노비오,#무신사 스탠다드,#이피티,#시눈,#에코백,#잡지/무크지,#데님 팬츠,#안경 소품,#디퓨저/캔들,#셔츠/블라우스,#반소매 티셔츠,#캔버스/단화,#캡/야구 모자",https://image.msscdn.net/images/codimap/detail/3325/detail_3325_1_500.jpg?202307132307
293,스포츠,등산 가자,22.10.27,"2,253",3,활동하기 좋은 스웨트셔츠와 코튼 팬츠를 코디하고 패딩 베스트로 연출한 아웃도어 룩,"#등산,#캠핑,#스포티,#뉴트럴톤,#가을,#스포츠,#아웃도어 프로덕츠,#와일드띵스,#머렐,#네파,#케이투,#스노우피크 어패럴,#코오롱스포츠,#패딩 베스트,#숄더백,#나일론/코치 재킷,#등산/트레킹화,#코튼 팬츠,#맨투맨/스웨트셔츠,#버킷/사파리햇,#미니스커트,#버킷햇",https://image.msscdn.net/images/codimap/detail/19433/detail_19433_1_500.jpg?202307132307
294,스트릿,원 마일 웨어에 빠져,20.10.27,"8,189",3,스포티한 매력의 조거 팬츠에 로고 후드 티셔츠를 매치한 후 브라운 비니로 포인트를 더한 스트릿 룩,"#가을,#스트릿,#칼하트,#제멋,#기프트오리지널,#비니,#셔츠/블라우스,#반소매 티셔츠,#트레이닝/조거 팬츠,#안경 소품,#후드 티셔츠",https://image.msscdn.net/images/codimap/detail/245/detail_245_1_500.jpg?202307132307
295,스트릿,타이다이 코디,21.05.26,"1,374",3,타이다이 패턴이 돋보이는 반팔 티셔츠에 스트링 팬츠를 코디하고 크로스 백으로 완성한 스트릿 룩,"#타이다이,#유니크,#봄,#스트릿,#논논,#살로몬,#디퍼런트이즈.오케이,#킹아카이브,#라이프워크,#팔찌,#패션스니커즈화,#메신저/크로스 백,#기타 컬처,#트레이닝/조거 팬츠",https://image.msscdn.net/images/codimap/detail/3299/detail_3299_1_500.jpg?202307132307
296,캐주얼,따라 입어봐,22.10.19,"5,263",3,레터링이 돋보이는 후드 티셔츠와 데님 팬츠를 코디하고 스니커즈로 마무리한 캐주얼 룩,"#레터링,#와이드핏,#오버핏,#꾸안꾸,#캠퍼스,#리버서블,#가을,#캐주얼,#티떠블유엔,#그레이버,#어퍼스트로피 콤마,#아디다스,#에즈카톤,#브랜디드,#후드 티셔츠,#메신저/크로스 백,#비니,#패션스니커즈화,#블루종/MA-1,#데님 팬츠",https://image.msscdn.net/images/codimap/detail/19290/detail_19290_1_500.jpg?202307132307
297,캐주얼,손이 가는 조합,22.09.19,"6,063",3,블루 컬러가 매력적인 스웨트셔츠와 스타디움 재킷을 코디하고 데님 팬츠로 마무리한 캐주얼 룩,"#레터링,#꾸안꾸,#컬러블록,#콜라보,#가을,#캐주얼,#트래블,#언다이드룸,#라퍼지스토어,#플랙,#후아유,#리퍼블리카,#맨투맨/스웨트셔츠,#캔버스/단화,#메신저/크로스 백,#데님 팬츠,#스타디움 재킷,#안경",https://image.msscdn.net/images/codimap/detail/18739/detail_18739_1_500.jpg?202307132307
298,스트릿,힙하게 입어봐,22.10.11,"3,781",3,자수 디테일이 돋보이는 스타디움 재킷과 데님 팬츠를 매치하고 스니커즈로 멋을 더한 스트릿 룩,"#모노톤,#유니크,#힙합,#심볼,#그래픽,#벨루어,#자수,#컬러블록,#가을,#스트릿,#트릴리온,#하 아카이브,#네스티킥,#세인트페인,#니트/스웨터,#메신저/크로스 백,#캡/야구 모자,#데님 팬츠,#스타디움 재킷",https://image.msscdn.net/images/codimap/detail/19131/detail_19131_1_500.jpg?202307132307
299,캐주얼,시원한 컬러 조합,21.06.03,"1,687",3,프린팅 패턴이 돋보이는 반팔 티셔츠에 스웨트 팬츠를 매치한 이지 캐주얼 룩,"#편안한,#그래픽,#원마일웨어,#여름,#캐주얼,#엠엘비,#반스,#마켓,#아카이브 볼드,#카시오,#캡/야구 모자,#캔버스/단화,#숏 팬츠,#디지털",https://image.msscdn.net/images/codimap/detail/3431/detail_3431_1_500.jpg?202307132307
